x1;x2;x3;y1;y2;y3;z1;z2;z3
1.05594488;0.756468111;0.923440895;2.484444336;2.265223596;2.492369313;1.377667992;1.770902948;2.34929904
2.174120435;1.416808586;1.272725576;2.107074181;2.057133356;1.988230892;1.080171561;2.002205546;1.600585185
0.719616846;0.800438538;-0.016009993;0.12200529;1.088996904;0.119097974;1.213692688;1.069568765;0.879930801
-0.185760147;0.223835046;0.305569207;1.760740964;1.97366286;1.139966324;0.071267408;0.034701813;0.956450179
2.135901164;1.60895819;2.635441823;-0.123985233;-0.203771936;-0.14683689;0.939384716;1.595945934;0.214843383
0.10297741;-0.087273185;-0.156706031;0.456776548;1.520808447;-0.23283937;1.364821008;1.313996301;1.661014306
-0.304051572;-0.533017105;-1.423994379;-1.728621061;-0.874262594;-2.310002331;0.436594946;1.246361156;1.136244907
2.054578644;2.965262921;1.897834402;1.707840252;2.807370697;1.646285558;2.054238702;1.227664495;1.771996072
-1.156423877;-0.709892519;-0.963279682;0.114087397;1.114771546;0.171028906;1.207494041;0.983260994;0.65857235
-0.520162744;-0.060047324;-0.167168115;-1.880718822;-0.773977225;-1.821588851;0.413171317;0.156941168;0.697263169
1.473091263;1.429655026;1.596634344;2.229353053;1.845539606;2.667614012;2.037448169;1.26668706;1.828938178
-0.507706389;1.158623483;0.064673085;0.262785584;-0.000372102;-0.088234603;0.063820305;0.825960256;0.067354101
-0.835084802;-0.624360616;-0.597286173;0.782975767;1.295690447;0.626963285;0.808885958;1.336868177;0.01209331
0.931914635;0.813128527;0.58609476;1.921827759;1.558461102;0.721587308;2.179267241;2.704279604;2.161655489
0.901962017;2.172683414;1.282096671;-0.02762588;-0.132519249;-0.288063066;0.832248557;-0.086562727;0.739815329
2.084694731;1.351524422;1.383959445;1.738483765;0.608208313;1.646216727;2.116509196;2.648664917;1.960334283
0.110761747;0.001460317;-0.041653293;-0.557610911;0.198065875;-0.134482857;1.700387455;1.231768142;0.288084011
-1.590104207;-0.851516307;-1.552663462;0.205579476;0.508904191;0.251880954;0.471609308;0.925444955;0.423322212
2.002248135;1.962076188;2.213112189;7.825778673;7.067963694;6.264252464;3.38767222;4.047462986;3.202805434
3.81047432;2.400039554;3.189570267;3.577661859;3.159904381;3.103201286;1.184534252;1.220009376;1.452930062
0.091764831;0.887912286;0.592872963;1.403939722;2.015205646;1.388574336;0.688707057;1.522661567;0.60629817
-1.473742017;-0.261739138;-1.284301648;0.821165778;0.334596561;0.451974234;0.4873063;-0.207126604;0.447751633
1.967779787;2.187732162;1.848127562;0.562275784;0.663440097;0.476215944;0.70838157;1.593540225;0.603387601
-0.72167888;1.350602443;-0.503663278;0.173280817;-0.037037936;0.032462345;-0.513729417;0.642398406;0.096042798
0.593022035;-0.214797599;0.293288846;1.523152769;2.086466836;1.474571666;-2.004898056;0.138005946;-1.61123719
1.409059297;0.896622113;1.055724458;-0.758914474;-0.056235786;-0.729306116;1.011981879;1.159451527;0.5783331
-1.687725032;-0.661562769;-2.193474173;-2.673680737;-1.844276598;-2.272186669;1.059061666;1.2477939;0.853710398
1.583747235;2.756663094;0.910989768;3.087081365;3.531127198;3.192558419;1.337430726;1.500972392;1.199891173
2.061093495;1.793037379;1.526921182;-0.518781331;-0.304843694;-0.95718615;0.066558118;0.639513188;-0.442167407
0.901945713;0.338726056;0.67817306;-0.491558418;-1.123837045;-0.828403958;0.879293605;1.287982892;0.274103854
0.009402067;0.289487108;0.051695275;1.366223133;1.853032016;1.507859576;0.940225225;1.710097014;1.811935997
1.151565907;1.660281023;0.440573164;2.525350148;2.694851829;2.07652643;2.615915806;2.737851063;2.30074203
-0.16946953;-0.286014534;-1.217221468;0.703832687;0.841605089;0.224122785;0.740634857;0.438157045;0.313096452
0.107679302;-0.213292897;-0.281902412;0.125889928;-0.014017327;1.136321693;-0.025232512;0.039102844;0.670735752
-0.562084139;0.424953996;-0.179362482;2.98844503;2.256783859;2.097753728;0.147981549;0.940291661;0.327885007
0.586493303;0.246230394;0.056042682;-0.119998124;0.410736861;-0.210942392;3.036488652;3.306511919;2.097216625
1.821404444;1.70209638;1.266907253;3.701218834;3.266434685;3.034788394;1.134954154;1.1495381;1.424905367
0.069556991;0.696936364;0.63769174;1.170678525;1.730851878;1.516680858;2.296266785;2.720315415;2.007145342
0.513504632;0.82859318;-0.112358103;-0.308249502;0.176144806;0.321937899;-0.399629553;-0.058555189;0.553645245
1.634605717;1.450685653;1.53118473;2.622348497;2.026964768;2.297618127;-0.48308855;0.193025726;0.049238207
1.464039852;1.918896623;1.316110902;0.800578707;0.913585734;0.227945446;0.879740181;0.944721856;0.460483215
2.348723499;2.596263804;2.08116701;2.008657122;2.145938876;1.494366683;2.277990607;1.658983427;0.184626912
-0.589078606;-0.054470322;0.026583937;-0.101964791;0.296090233;0.187414001;-0.575491523;-0.103515847;-0.583145863
-1.210537963;-0.51851106;-1.040091873;1.238266515;1.480972236;1.493532189;0.08357957;1.756545908;1.242540967
1.104598646;0.81646534;0.258531195;2.023941041;1.701123279;1.585605795;1.638422988;1.111670549;0.989849759
1.413054057;1.279406577;0.8282655;-2.25064344;-1.128030643;-1.920515816;0.421753649;-0.226734396;-0.106071725
-0.490472173;-0.093885546;-0.593618261;-0.548360996;0.860585403;-0.056299431;1.851738858;0.98829879;1.190704142
-0.439029116;-0.429138624;-0.71559557;-0.872558264;-0.518423563;-0.694677379;1.830154829;2.292109671;1.149960193
0.407330388;1.576952199;0.76857992;0.16128205;0.633947055;0.489144283;0.256996643;1.129094279;0.692781175
-0.234301172;0.283189573;0.289576984;-0.045701656;-0.390954493;-1.292572676;-0.3135308;-0.39705111;-0.29092327
2.179269254;3.136858748;2.501844846;2.434451048;2.949937303;3.134809099;1.067176374;2.012635587;1.277701881
1.421520853;2.068689735;1.104456447;0.293732177;0.045570305;0.002166507;0.557315379;0.500613413;0.447588735
2.159016495;2.340738589;2.296440546;3.53207232;2.791499274;3.331491768;1.916511435;2.000165333;1.74490379
0.756440572;0.752403137;-0.248979299;2.495755863;2.96356831;2.438092118;-0.196110356;0.483129214;0.268283721
1.957554906;2.019649731;1.938399818;2.329850758;2.276214114;2.75757416;1.938332267;1.225208961;1.194736591
2.025371213;2.751285214;2.487027398;3.172235156;2.423460056;2.749705829;1.3067777;1.782244636;2.133361631
1.22247343;0.65837616;0.549065772;0.00302629;1.235261873;0.147690377;-1.098910443;-0.017851362;-0.695165057
0.224493222;0.819592773;1.268518306;0.646049599;0.515051337;0.351931199;1.263582217;0.703453555;0.672444394
-0.224180713;0.123833616;-0.408652889;-0.409818484;-0.245206218;-0.834902132;-0.322782848;-0.017697037;-1.230648485
1.780274282;1.370529704;1.597531319;1.481279823;2.320028385;1.493174285;1.08490643;1.943175653;1.636727112
1.305964431;0.23395233;1.815948187;-0.917163397;-0.30157919;-1.055572259;-0.162175604;0.597167788;-0.026935964
1.461633365;1.773351912;1.826805617;1.837023863;1.978245329;2.507437875;0.30388196;0.892485532;0.089390836
1.718576724;1.310658869;0.979710812;0.97451026;0.83186996;1.481340362;2.314317758;2.769706605;2.356827061
-0.738188417;-0.233282697;-0.40324353;2.438017899;2.275758419;1.781011074;-0.083528807;0.422874207;0.09367163
1.646328696;1.865006314;2.675772246;1.621266322;2.225227808;1.51149072;1.527782533;1.716687051;2.24307754
0.052813816;-0.075128475;0.17117833;-0.465542684;-0.35940681;-0.387713564;-0.70443471;0.701262225;-0.845696872
-1.297628999;-0.944676182;-0.448183243;1.533675097;0.89230508;1.991324618;-0.749379907;0.023854025;0.180077234
1.638706037;1.970202013;2.101616543;-0.612734235;-0.431379842;-0.431855988;-0.33044917;-0.094110186;-0.570428456
1.457099714;1.639803216;1.664958108;1.096506324;0.972844489;0.174432296;0.575651455;1.025078003;0.545899563
-0.255811571;0.043810912;0.042128125;1.583892925;1.602084599;1.02251806;-0.75871557;0.003313378;0.142836007
1.169908552;0.985892419;-0.339123557;0.839765217;1.197593087;0.321240502;-0.017634029;0.261648116;0.304261883
0.802543663;1.200704464;0.948275958;0.404180434;0.843819757;-0.067857998;0.721295066;0.645964757;0.687052947
2.14499413;2.929994268;2.587982426;0.872145353;1.517179084;1.19884766;0.739766192;0.799635819;0.569217902
0.826904712;1.31564084;1.10846155;-1.406913569;-0.793131461;-1.463124574;0.877883941;0.452513146;0.580183351
0.727142162;0.897196536;-0.847805114;0.109964453;0.11957404;-0.342551819;0.880881756;1.303517397;1.251882829
-0.412185172;0.02986518;-0.580015101;-0.25747104;0.013853879;-0.731919544;1.165640998;1.3595886;1.799800503
0.570902085;1.386511961;0.994601052;3.894333403;2.947264096;3.164232762;1.600226004;1.301779334;1.042715137
-0.691280681;-0.208697254;-1.878126063;-0.013335346;0.552242792;-0.083276975;0.371058775;0.483637156;0.024869036
0.558297351;1.152888877;0.799563163;0.005355202;0.924398972;1.120011906;0.945587864;0.873022299;0.817205935
1.012726954;0.917534282;1.190810996;1.120109048;1.677120499;0.475978147;1.634251605;0.992441025;0.715064228
0.973948125;1.443890441;0.089249772;0.908592967;0.365496649;0.183941486;0.840285534;1.497745961;0.868468796
0.320275348;0.317663783;1.418412161;1.387078503;1.725458689;1.36948572;0.957225969;1.580726308;1.381900341
2.473107011;2.719479859;1.544703055;2.06586954;2.532941915;2.323877995;1.268552178;1.354830927;1.111510684
0.919730975;1.879273528;1.411675132;1.915643452;2.265502526;1.567806705;2.28501736;1.909490153;1.766637163
-0.079275379;0.532732234;0.2407655;1.821785838;1.252809979;0.627591384;0.745206533;0.641559088;0.037484581
-0.563768131;0.397571263;0.641805258;-0.656316504;0.39815854;0.060255203;0.180030613;0.442920091;0.147621329
1.89771307;2.412140615;1.777311707;2.291856796;2.821455352;2.000355991;0.709325263;1.309269681;0.971564823
0.213811928;1.366329233;0.936438172;1.43671184;1.090741345;1.557494786;1.57646862;1.658201813;1.911457913
0.842975825;1.313066303;1.54206544;4.54956566;3.896958647;3.613509368;1.972850281;1.991436749;1.277472903
1.501117939;1.599414649;2.044707316;0.977021329;0.841021221;0.9128801;1.398544322;2.243828986;0.785512278
-0.152209238;-0.3212959;0.69222397;1.507819967;2.211823641;1.261692978;-0.728387372;-0.617872875;-1.692637753
1.73002581;2.304365445;2.249554595;-0.066654695;0.268469072;0.521137116;0.550003589;0.327218073;0.09600269
0.794624355;1.456621635;0.330180383;4.513242982;3.337140755;3.882744324;2.66111272;2.752895769;2.480503796
2.025704373;1.96162681;2.051751089;1.098107701;1.186742271;1.76807183;0.419811556;0.653556967;0.587881536
1.890303619;2.714494708;1.888082026;2.032152704;2.662031764;1.777742919;1.839660433;1.765925691;1.485157614
-0.355353868;0.56325295;0.19672626;1.243328388;1.046535118;1.183816578;1.287696233;1.036744418;0.466700317
-0.525859496;0.904390915;-0.200178489;2.065660641;1.96895996;2.01092595;-0.998729084;0.593601237;-1.106429748
1.837267333;1.834757256;1.135013907;1.089986372;0.951182995;0.507848866;-0.633136856;0.091695114;-0.154971602
0.830830585;1.76749508;1.009513142;0.782593135;1.658672786;0.515839568;0.349862175;1.125391437;1.655908648
-1.836031921;-0.806751516;-1.413028058;0.023579194;0.209194466;0.146487353;1.124534133;1.478151203;1.070800691
0.607956997;0.669954859;0.330237964;0.018334901;0.675684164;0.050909415;1.549256151;1.1082787;1.025950031
-0.00904444;0.840639215;0.359574264;0.063689915;1.059549213;0.183710067;2.87156308;1.805600483;1.689717817
1.689617468;1.602803227;1.079751925;1.254274913;2.232720567;0.52452452;1.881758516;1.751952684;2.096140783
0.421110378;0.205104359;-0.020416342;1.498535293;0.891890883;1.096603079;3.113108355;2.60848569;1.875602329
0.286133796;1.454759643;1.744992785;2.392978291;1.513605843;2.177068248;1.324301367;1.497219541;1.007465796
1.396691998;1.226896531;1.039015546;-0.092520939;-0.45270882;-0.68415274;-0.196864143;0.962331484;0.528736523
0.58302253;0.810854465;0.656277152;2.748330189;2.499900901;2.100975586;3.827404774;2.629868822;2.871239833
1.609865011;1.845060877;1.789940449;2.107215485;2.328736658;2.418914721;1.626719914;2.464126686;1.55050802
1.335226592;1.867127774;1.046764073;1.647839481;1.982788767;0.817061011;0.723581883;1.561532195;0.712187467
0.805912296;1.188060628;0.771981516;2.162249047;2.890190906;1.753659832;1.048643336;0.645384695;0.309902522
2.041860734;2.485413608;2.791538802;6.109274908;5.1759393;6.262631847;2.068877399;2.888788553;2.037692656
-0.17365194;0.224531349;-0.46444276;3.224116753;2.792835093;2.346717395;0.944646745;1.906891451;0.807348008
1.08354759;0.891108211;0.962062605;1.000724702;1.597884502;0.705179154;0.73801346;2.135565148;1.01274398
0.79359393;0.810915111;0.807150086;0.178707393;0.233015958;0.024391085;0.321549335;0.749083988;0.216166975
1.399262311;1.80785237;1.396500922;0.484142802;0.316218469;-0.149939411;0.368664895;0.67895949;0.437842756
2.83083981;2.621738708;2.861365153;1.62992227;1.357327953;0.61478085;0.815070368;0.41277507;-0.158169085
-0.003328645;1.03134842;-0.411253265;1.192955394;1.045781945;1.173546452;-0.71176116;-0.27069579;-1.046525548
1.316840461;2.400250824;1.953601768;0.142606751;-0.303379508;0.010228151;-0.833616195;-0.3775628;-0.102314701
1.592434511;1.931259221;1.26420959;4.02986471;4.914922181;4.126475596;2.654302528;2.181543859;3.131553454
0.794708042;0.391896252;-0.176776529;0.9272695;1.621633295;1.526586545;-0.190974551;0.221499708;-0.122206637
2.144610321;2.107733816;2.297398088;-0.286212533;0.475442849;-0.288492766;0.422178451;0.67979928;-0.135287265
-0.335029991;0.17024506;-1.447266102;0.669019349;1.391194321;1.308771488;-1.024500341;0.310068766;-0.21224462
2.619279306;1.140820942;0.91165012;0.051520354;0.89512693;-0.401607345;0.84154644;0.979197815;-0.639578017
1.678838258;1.559872989;1.36353092;0.377105388;1.072987875;0.5448084;0.598494409;0.736000773;0.782057401
-0.255594628;0.221704956;0.363941702;-1.122041279;-0.612919594;0.236254059;0.357710793;0.555033038;1.364716489
2.401234118;1.995061071;2.343342278;2.933792785;2.630397642;3.269668555;2.982093141;2.503470536;2.560233852
0.317337854;1.288551592;1.72328537;0.850426472;0.342054124;0.119411017;1.283824242;1.809611942;1.839532204
3.556064535;2.619663732;3.270901541;5.246025882;4.183652482;4.476774013;2.416670916;2.138268737;2.445086005
1.569672331;1.513604454;1.559706114;-0.848872526;-0.286414768;-0.260071179;1.024357205;0.791310107;0.563887685
1.577945503;2.017977925;1.823770683;0.951339541;1.097540366;0.012480348;2.679004552;3.044455494;2.144004413
2.188649544;2.313402831;1.544199857;1.783872314;2.921555161;1.64962888;1.98776235;1.659539226;1.872474567
0.721834566;1.779670604;0.827455715;2.186775222;2.121682084;2.079727958;2.20978206;2.438566135;1.353343733
2.012465138;1.854552728;1.199776366;3.206717171;3.267048999;3.648941626;1.697963981;1.495195664;1.335469389
2.44395772;1.736036929;1.92545132;1.308032009;1.459350251;0.997757006;0.361019872;0.244749367;1.062540182
2.387568249;1.131923205;0.62609157;2.561263342;3.397378435;1.764334685;3.329443883;3.865235946;3.029352958
1.654474374;1.578597785;1.724892222;-0.353571531;0.233340823;-0.948226504;0.370553385;0.843004903;-0.009123183
-0.495623047;0.3966527;-0.934082226;1.203711049;1.213112691;0.573067139;0.816717244;0.858443618;1.171020567
1.731347692;2.230295105;1.640662171;4.063391235;3.433727134;3.835071133;2.461981786;2.759820242;2.494035765
3.236977482;1.860383424;1.600163632;-0.387063464;0.314211045;-0.394868086;0.67495286;1.201183989;-0.437112669
0.258436973;0.839216927;1.081260715;1.047434747;1.189539526;0.891730444;-0.056168497;1.255805863;1.061480306
2.10558418;2.140921162;1.055419071;1.575632428;1.658656204;1.135960679;0.018688393;-0.167808558;-0.570101099
0.906138073;0.78064426;0.515735176;-0.46910611;0.802935513;0.684465182;0.326384577;0.872515404;0.471527498
1.510007621;1.467785654;0.733408822;1.221363686;1.287228661;1.131102181;1.217486455;0.642912398;0.825477482
2.043778747;2.124494401;2.117777978;0.813315285;1.854684993;0.906708281;2.387004701;1.689934724;2.068290159
1.124788447;0.810112585;1.36141962;1.919380822;1.345344769;1.170084271;-0.247956022;0.316122887;0.878529319
1.487159865;2.231862668;0.734333647;0.059427359;1.171470148;-0.390459371;0.715930102;0.360623381;0.012941581
1.218299986;1.999840356;0.800941393;1.572534795;1.0366839;0.602529007;2.58025248;2.964115719;2.129696583
-0.27240619;0.825415351;0.197194475;0.982385837;1.410396576;0.238145839;1.551149469;1.507719992;1.222610538
1.144458691;0.990505675;1.519029637;0.126770111;1.080684356;-0.18578859;0.039476783;0.611305298;-0.005024998
-0.796961429;0.556690124;-0.812475822;0.795766072;0.794099901;0.654540708;-0.078761346;0.225740293;0.055376003
1.293474747;1.218213247;1.108381927;1.959070734;1.47792309;1.443372843;1.617522026;1.619749746;0.65436508
0.649928498;0.434494893;0.362689888;-0.390243635;0.854232952;0.001129757;3.115875975;2.168124554;2.591161164
0.889985048;1.337531684;0.324589708;1.809398934;2.117888397;1.663021964;1.693029223;2.222822;1.604250656
1.581201107;2.302993224;1.418565018;2.907191572;2.003325716;1.898425511;1.030147272;1.331599726;0.92832143
0.251163512;1.045621978;0.536156091;0.952029009;2.104474862;1.316041925;-0.745338042;0.214603827;-0.033760969
1.38900472;0.828303933;0.767041933;2.050617075;1.818045171;1.179679199;1.419690709;1.259377342;0.912750055
1.794084063;2.393010015;1.448668514;-1.194268927;-0.856354328;-0.989703012;-0.21937867;-0.213412387;-0.862034014
1.789502978;0.62311431;1.040203077;1.337687656;0.565675205;0.677124693;1.337596945;2.036531327;1.718526804
0.726803759;1.05553679;1.097991235;0.673960972;0.726892596;1.45617579;0.941874115;0.524652185;0.786769316
2.22500325;1.690414192;1.677443236;0.534199416;0.23611114;0.204423141;1.98297526;1.55358745;1.345853553
-0.089108102;-0.015431153;0.575159354;1.04542567;1.584942522;0.404966573;2.788017236;1.78813106;2.077174906
1.222667214;1.111494279;0.880392081;-1.394822589;-0.019937359;-0.768350261;-0.734173457;-1.14187807;-0.753001479
3.241879915;3.090183085;2.645974235;5.010970511;3.477476476;4.807025208;1.415937473;2.527516551;2.214448335
0.641108586;0.987794881;1.493184866;0.870180138;2.155486263;1.195780059;0.213772341;1.049716576;0.934592446
0.446368734;0.888499749;0.133379022;-1.140383275;-1.035986407;-1.396107737;1.101476844;0.78944847;1.29984434
3.518465939;3.696071526;2.497555849;1.855629307;1.414643515;0.750918515;0.598178097;1.70843653;0.82888333
0.875685661;1.2644479;0.94344023;0.61135437;0.709788682;0.227635461;1.516253824;1.184306775;0.373499277
0.821130453;0.763675265;0.269707134;2.112061689;1.796029581;1.692312082;1.110777696;1.179151568;0.901908095
-0.662842336;0.769333548;0.210866167;0.801750567;1.579322247;0.725719457;0.969103931;1.927550346;0.883352327
0.203154778;0.891694949;0.327301468;1.741407537;1.445006491;0.511140361;0.19037082;0.664344709;0.387577726
1.282805394;2.184337551;1.671036496;2.364488491;2.61257171;1.627221984;0.605357958;1.318099512;0.073709775
0.624763877;0.213547292;0.203016821;0.705995376;1.609785545;0.694212576;-0.657680955;-0.219294373;-0.563088284
1.249906515;0.349187637;-0.482633101;1.794860257;1.626306149;2.148101553;2.287663829;2.189319504;1.274322004
0.247426962;-0.59746478;-0.267064325;-1.480795963;-1.157591261;-1.592813614;1.582066568;1.297909473;1.256977764
0.875425789;1.513281981;0.351095209;-0.058440854;1.098872954;0.413953602;-0.186172906;0.905199669;0.322592817
-1.231851385;-0.280300506;-0.751929189;1.303300437;1.971933506;1.202037293;-1.019910217;0.120174875;0.37708928
3.032099522;2.776260463;2.419176109;3.528512947;3.779398249;3.136846819;1.480672853;1.008345715;1.853681659
0.438486636;1.001754178;0.308316411;0.695726644;0.092236593;-0.977077202;1.298715765;1.237553251;1.423903039
1.770054996;2.218460565;2.607354068;0.991584484;1.910311062;0.931039862;2.38021548;2.386078228;2.203729424
1.732484678;1.165153125;1.005544911;2.729311131;2.079069958;1.870853635;2.543018598;1.542224245;1.557308137
0.315319245;0.604394068;0.57528176;0.461047864;0.784025101;0.96794086;-0.257234341;-0.095349494;1.288891116
2.05232802;1.914251848;1.997200459;1.633511891;2.573792783;2.367538565;1.023010054;1.406468717;1.425460451
0.132256846;0.026861999;0.21585475;1.496012021;0.59280158;1.069657779;0.120230748;0.646697581;0.518182939
-0.331038899;1.007840505;-0.520292016;1.608896208;1.539496932;2.185302723;-0.069314235;0.490156002;-1.321378082
2.592730146;1.060315422;0.68553719;-1.009961191;-0.577942043;-0.957426932;-0.598006559;0.569613497;-0.095363291
0.610042797;0.407678079;0.695687918;0.574054197;0.641914829;0.298526941;2.022703573;2.656261927;2.104905535
-1.34044687;-1.274885446;-0.717566035;-0.785225302;0.360210884;-0.388869754;-0.430023232;-0.09808597;-0.120134393
3.107049219;3.101992763;3.367792391;3.270238225;3.211509362;2.436340552;1.388293746;1.324251666;0.791694417
0.035754018;0.657480018;0.862487691;1.514322988;1.75276133;1.170366503;0.744851364;0.648053769;1.222495633
1.508755192;1.677474555;1.313656736;0.043874385;0.39765397;0.035872923;-0.428067623;0.525191685;-0.630490953
0.965512444;1.150681483;0.999019326;-0.474800159;-0.871226228;0.098430134;-0.079399836;1.05284503;1.004730078
-0.580752053;0.536455289;-0.314626084;1.146917741;1.314092092;0.985612807;2.256227566;1.163410514;2.199266048
-0.110027537;0.099684762;-0.353823127;-0.257105983;0.781022696;-0.10801132;-0.438164259;-0.497050303;0.106459852
1.253912296;1.023112649;1.751862579;0.298763571;0.069018983;0.563859273;0.818360249;1.055803328;0.085357737
1.172068638;1.462197144;1.571820171;-0.089433887;0.102494384;-0.340952;-0.593661654;-0.646981098;-0.223009002
1.284138804;1.379351538;1.670392774;1.37862515;0.85095223;1.261198535;1.254268827;1.029850009;1.560693676
0.410545257;0.057560234;0.130025076;-1.502573822;-0.453212525;-0.636672554;0.858134436;0.763934543;0.198044053
0.415895144;0.218851037;0.758978044;2.632604745;2.605199931;2.488132435;0.278996843;1.567811015;1.719778699
1.911248169;1.214390578;0.917536663;1.669328213;1.344398423;1.023608466;1.851292231;1.422630732;1.556632496
1.366677915;1.618171843;1.184146818;3.451049089;2.995081214;3.169662853;1.139857366;1.890533723;1.717316466
1.492720546;1.218020482;0.999117533;2.589129304;1.711432307;0.517960057;0.875657311;1.933592279;0.739900455
2.336451487;2.887944198;2.512151607;5.582611372;3.202953392;4.204623049;1.832737376;2.174473008;1.900746781
1.123701296;0.826669148;0.629661134;-0.025501932;0.281843164;0.321130505;1.187447399;0.905626917;1.104609289
2.046061008;2.169947791;1.826807573;0.251732951;0.621470089;0.347336085;0.46015935;0.876742871;0.804952713
-0.702593416;-0.447881692;-0.095873213;-1.788098207;-0.811622323;-0.43221729;1.612926481;1.499099589;1.597526576
0.395345433;0.755382306;0.920335301;0.160415057;0.781349078;-0.124721085;-0.312841205;0.459994398;1.435988761
